0.8,0.46,0.89,0.79,0.03,0.0,0.88,0.79,0.79,0.54,0.79,0.48,0.75,0.55,0.11,0.0,0.7,0.55,0.43,0.29,TR
1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TYO
0.49,0.1,0.58,0.42,0.03,0.01,0.03,0.01,0.6,0.56,0.52,0.04,0.59,0.37,0.05,0.0,0.04,0.0,0.56,0.54,US
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,UY
0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,VIE
0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,YTO
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,ZRH
0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ADL
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,AMS
0.67,0.46,0.52,0.29,0.41,0.28,0.57,0.27,0.77,0.55,0.85,0.53,0.55,0.26,0.49,0.26,0.53,0.22,0.46,0.31,AR
0.04,0.0,0.04,0.0,0.04,0.0,0.7,0.5,0.8,0.49,0.31,0.0,0.31,0.0,0.31,0.0,0.94,0.71,0.31,0.11,AT
0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.82,0.82,0.82,0.82,0.0,0.0,0.82,0.82,1.0,1.0,ATH
0.0,0.0,0.19,0.04,0.0,0.0,0.0,0.0,0.81,0.81,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.98,0.98,ATL
0.0,0.0,0.01,0.0,0.0,0.0,0.64,0.6,0.73,0.44,0.0,0.0,0.01,0.0,0.0,0.0,0.65,0.62,0.43,0.23,BE
0.1,0.01,0.77,0.56,0.02,0.0,0.8,0.68,0.77,0.48,0.46,0.01,0.96,0.89,0.29,0.0,0.96,0.89,0.17,0.03,BG
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,BNE
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,BRU
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BSB
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CAI
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CGK
0.25,0.18,0.24,0.14,0.22,0.14,0.82,0.54,0.83,0.5,0.34,0.08,0.34,0.06,0.34,0.06,0.84,0.31,0.45,0.21,CH
0.67,0.6,0.58,0.56,0.59,0.56,0.47,0.4,0.72,0.48,0.9,0.74,0.75,0.69,0.75,0.68,0.49,0.24,0.15,0.1,CL
0.96,0.89,0.98,0.95,0.8,0.54,0.92,0.89,0.7,0.51,0.95,0.73,0.97,0.96,0.78,0.53,0.87,0.77,0.11,0.06,CN
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,CPH
0.03,0.03,0.97,0.9,0.0,0.0,0.0,0.0,0.63,0.13,0.0,0.0,0.88,0.85,0.0,0.0,0.0,0.0,0.77,0.16,CUS
0.05,0.0,0.05,0.0,0.05,0.0,0.78,0.6,0.79,0.42,0.43,0.0,0.43,0.0,0.29,0.0,0.9,0.88,0.35,0.04,CZ
0.08,0.0,0.05,0.0,0.04,0.0,0.45,0.16,0.76,0.47,0.16,0.0,0.12,0.0,0.12,0.0,0.72,0.18,0.61,0.33,DE
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DEL
0.63,0.04,0.85,0.81,0.04,0.0,0.04,0.04,0.81,0.78,0.99,0.0,0.82,0.82,0.0,0.0,0.0,0.0,0.98,0.98,DEN
0.04,0.04,0.41,0.26,0.0,0.0,0.04,0.04,0.81,0.81,0.0,0.0,0.58,0.27,0.0,0.0,0.0,0.0,0.97,0.97,DFW
0.01,0.0,0.0,0.0,0.0,0.0,0.73,0.41,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.37,0.22,0.1,DK
0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,DUB
0.07,0.03,0.93,0.3,0.0,0.0,0.0,0.0,0.53,0.17,0.05,0.0,0.93,0.14,0.0,0.0,0.0,0.0,0.64,0.21,EUS
0.03,0.0,0.19,0.09,0.02,0.0,0.77,0.59,0.76,0.45,0.06,0.0,0.22,0.01,0.05,0.0,0.66,0.15,0.27,0.09,FI
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,FRA
0.05,0.01,0.07,0.03,0.02,0.0,0.29,0.12,0.73,0.49,0.07,0.01,0.09,0.01,0.06,0.0,0.33,0.09,0.48,0.34,GB
0.98,0.77,0.97,0.96,0.85,0.58,0.92,0.9,0.63,0.41,0.94,0.59,0.93,0.93,0.79,0.44,0.9,0.85,0.7,0.44,GLOBAL
0.29,0.11,0.41,0.37,0.01,0.0,0.46,0.34,0.75,0.43,0.2,0.03,0.36,0.32,0.03,0.0,0.32,0.05,0.13,0.03,GR
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,HEL
0.33,0.13,0.41,0.3,0.13,0.05,0.41,0.26,0.79,0.59,0.27,0.22,0.39,0.28,0.21,0.0,0.32,0.19,0.3,0.24,HK
0.07,0.0,0.11,0.01,0.06,0.0,0.88,0.88,0.78,0.43,0.36,0.0,0.36,0.0,0.36,0.0,0.93,0.93,0.34,0.1,HU
0.35,0.18,0.29,0.18,0.12,0.05,0.77,0.49,0.77,0.57,0.82,0.56,0.77,0.57,0.38,0.0,0.91,0.81,0.34,0.08,ID
0.61,0.35,0.57,0.32,0.57,0.32,0.56,0.32,0.81,0.58,0.77,0.48,0.62,0.16,0.62,0.16,0.62,0.16,0.28,0.19,IL
0.81,0.47,0.94,0.7,0.68,0.25,0.75,0.36,0.84,0.58,1.0,0.54,0.98,0.87,0.73,0.24,0.71,0.27,0.5,0.4,IN
1.0,1.0,1.0,1.0,0.99,0.97,1.0,1.0,0.73,0.46,1.0,1.0,1.0,1.0,0.98,0.97,1.0,1.0,0.2,0.06,IR
0.34,0.02,0.27,0.09,0.06,0.0,0.6,0.26,0.78,0.5,0.48,0.0,0.34,0.1,0.19,0.0,0.6,0.23,0.5,0.3,IT
0.5,0.13,0.39,0.15,0.32,0.11,0.41,0.17,0.69,0.45,0.6,0.07,0.27,0.07,0.26,0.07,0.28,0.07,0.22,0.12,KR
0.04,0.04,0.41,0.33,0.0,0.0,0.0,0.0,0.81,0.74,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.98,0.98,LAX
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,LON
0.01,0.0,0.02,0.01,0.01,0.0,0.86,0.79,0.85,0.54,0.06,0.0,0.01,0.0,0.06,0.0,0.9,0.88,0.6,0.29,LU
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MAA
0.3,0.26,0.81,0.74,0.33,0.04,0.56,0.22,0.81,0.7,0.23,0.23,0.84,0.84,0.04,0.0,0.79,0.55,0.98,0.98,MIA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MNL
0.14,0.02,0.22,0.12,0.32,0.0,0.85,0.7,0.83,0.51,0.03,0.0,0.41,0.06,0.0,0.0,0.95,0.95,0.13,0.09,MT
0.75,0.5,0.96,0.9,0.03,0.01,0.92,0.84,0.73,0.65,0.96,0.76,0.97,0.96,0.04,0.0,0.96,0.92,0.48,0.47,MX
